"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2011","4953088",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2012","5018573",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2013","5080166",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2014","5137429",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2015","5189894",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2016","5236151",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2017","5276968",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2018","5311916",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2019","5347896",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2020","5379475",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2021","5408320",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2022","5457127",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2023","5519594",
"25","Total population, pers.","Total population","Persons","578","NOR","Norway","2024","5572272",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2005","38165445",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2006","38141267",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2007","38120560",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2008","38125759",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2009","38079373",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2010","38042794",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2011","38063255",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2012","38063164",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2013","38040196",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2014","38011735",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2015","37986412",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2016","37970087",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2017","37974826",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2018","37974750",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2019","37965475",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2020","37515748",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2021","36981559",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2022","36821749",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2023","36687353",
"25","Total population, pers.","Total population","Persons","616","POL","Poland","2024","36559233",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2005","10503330",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2006","10522288",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2007","10542964",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2008","10558177",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2009","10568247",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2010","10573100",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2011","10565836",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2012","10531420",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2013","10473991",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2014","10419607",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2015","10381838",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2016","10356516",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2017","10340124",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2018","10334633",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2019","10354446",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2020","10384846",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2021","10407707",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2022","10468869",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2023","10578174",
"25","Total population, pers.","Total population","Persons","620","PRT","Portugal","2024","10694681",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2005","3595187",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2006","3585523",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2007","3576907",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2008","3570108",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2009","3565604",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2010","3562045",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2011","3559986",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2012","3559519",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2013","3558566",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2014","2857815",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2015","2835978",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2016","2803186",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2017","2755189",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2018","2707203",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2019","2664224",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2020","2635130",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2021","2615199",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2022","..",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2023","..",
"25","Total population, pers.","Total population","Persons","498","MDA","Republic of Moldova","2024","..",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2005","21319685",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2006","21193760",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2007","20882982",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2008","20537875",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2009","20367487",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2010","20246871",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2011","20147528",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2012","20058035",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2013","19983693",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2014","19908979",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2015","19815616",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2016","19702267",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2017","19588715",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2018","19473970",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2019","19371648",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2020","19265250",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2021","19122380",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2022","19049163",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2023","19061402",
"25","Total population, pers.","Total population","Persons","642","ROU","Romania","2024","19055364",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2005","143518814",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2006","143049637",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2007","142805114",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2008","142742366",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2009","142785349",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2010","142849468",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2011","142960908",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2012","143201721",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2013","143506995",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2014","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2015","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2016","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2017","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2018","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2019","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2020","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2021","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2022","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2023","..",
"25","Total population, pers.","Total population","Persons","643","RUS","Russian Federation","2024","..",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2005","30943",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2006","31435",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2007","31862",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2008","32390",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2009","32785",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2010","33109",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2011","33332",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2012","33496",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2013","33536",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2014","33659",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2015","33843",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2016","34163",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2017","34360",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2018","34532",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2019","34671",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2020","34760",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2021","34839",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2022","35033",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2023","..",
"25","Total population, pers.","Total population","Persons","674","SMR","San Marino","2024","..",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2005","7440769",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2006","7411569",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2007","7381579",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2008","7350222",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2009","7320807",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2010","7291436",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2011","7236519",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2012","7201497",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2013","7166552",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2014","7131787",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2015","7095383",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2016","7058322",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2017","7020858",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2018","6982604",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2019","6945235",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2020","6899126",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2021","6834326",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2022","..",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2023","..",
"25","Total population, pers.","Total population","Persons","688","SRB","Serbia","2024","..",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2005","5372807",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2006","5373054",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2007","5374622",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2008","5379233",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2009","5386406",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2010","5391428",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2011","5398384",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2012","5407579",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2013","5413393",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2014","5418649",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2015","5423801",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2016","5430798",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2017","5439232",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2018","5446771",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2019","5454147",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2020","5458827",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2021","5447247",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2022","5431752",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2023","5426740",
"25","Total population, pers.","Total population","Persons","703","SVK","Slovakia","2024","5422069",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2005","2000474",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2006","2006868",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2007","2010323",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2008","2021316",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2009","2039669",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2010","2048583",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2011","2052843",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2012","2057159",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2013","2059953",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2014","2061980",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2015","2063531",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2016","2065042",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2017","2066388",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2018","2073894",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2019","2088385",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2020","2102419",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2021","2108079",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2022","2112076",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2023","2120461",
"25","Total population, pers.","Total population","Persons","705","SVN","Slovenia","2024","2127400",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2005","43653155",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2006","44397319",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2007","45226803",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2008","45954106",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2009","46362946",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2010","46576897",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2011","46742697",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2012","46765435",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2013","46604197",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2014","46460733",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2015","46422303",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2016","46458139",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2017","46571232",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2018","46782011",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2019","47118501",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2020","47359424",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2021","47443821",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2022","47786102",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2023","48352528",
"25","Total population, pers.","Total population","Persons","724","ESP","Spain","2024","48873996",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2005","9029572",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2006","9080505",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2007","9148092",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2008","9219637",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2009","9298515",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2010","9378126",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2011","9449213",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2012","9519374",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2013","9600379",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2014","9696110",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2015","9799186",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2016","9923085",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2017","10057698",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2018","10175214",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2019","10278887",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2020","10353442",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2021","10415811",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2022","10486941",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2023","10536632",
"25","Total population, pers.","Total population","Persons","752","SWE","Sweden","2024","10569709",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2005","7437115",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2006","7483934",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2007","7551117",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2008","7647675",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2009","7743831",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2010","7827970",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2011","7912398",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2012","7996861",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2013","8089346",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2014","8188649",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2015","8282396",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2016","8373338",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2017","8451840",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2018","8514329",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2019","8575280",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2020","8638167",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2021","8704546",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2022","8777088",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2023","8888822",
"25","Total population, pers.","Total population","Persons","756","CHE","Switzerland","2024","9006644",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2005","6780559",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2006","6903864",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2007","7031217",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2008","7173849",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2009","7334083",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2010","7519280",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2011","7714198",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2012","7897313",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2013","8074263",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2014","8256572",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2015","8451632",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2016","8646977",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2017","8837002",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2018","9028877",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2019","9220163",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2020","..",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2021","..",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2022","..",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2023","..",
"25","Total population, pers.","Total population","Persons","762","TJK","Tajikistan","2024","..",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2005","68435380",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2006","69295253",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2007","70158112",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2008","71051678",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2009","72039206",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2010","73142150",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2011","74223629",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2012","75175827",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2013","76147624",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2014","77181884",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2015","78218479",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2016","79277962",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2017","80312698",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2018","81407204",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2019","82579440",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2020","83384680",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2021","84147318",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2022","84979913",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2023","85325965",
"25","Total population, pers.","Total population","Persons","792","TUR","Turkiye","2024","85518661",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2005","4833266",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2006","4899455",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2007","4965278",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2008","5030972",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2009","5096941",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2010","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2011","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2012","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2013","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2014","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2015","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2016","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2017","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2018","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2019","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2020","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2021","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2022","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2023","..",
"25","Total population, pers.","Total population","Persons","795","TKM","Turkmenistan","2024","..",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2005","46924816",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2006","46607431",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2007","46329000",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2008","46077834",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2009","45872976",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2010","45690386",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2011","45525731",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2012","45412987",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2013","45309293",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2014","42831572",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2015","42675270",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2016","42502892",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2017","42315836",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2018","42100165",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2019","41858172",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2020","41575748",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2021","41208208",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2022","..",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2023","..",
"25","Total population, pers.","Total population","Persons","804","UKR","Ukraine","2024","..",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2005","60401206",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2006","60846820",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2007","61322463",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2008","61806995",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2009","62276270",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2010","62766365",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2011","63258810",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2012","63700215",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2013","64128273",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2014","64602298",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2015","65116219",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2016","65611593",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2017","66058859",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2018","66460344",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2019","66796807",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2020","67081234",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2021","67026292",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2022","..",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2023","..",
"25","Total population, pers.","Total population","Persons","826","GBR","United Kingdom","2024","..",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2005","295516599",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2006","298379912",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2007","301231207",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2008","304093966",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2009","306771529",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2010","309321666",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2011","311556874",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2012","313830990",
"25","Total population, pers.","Total population","Persons","840","USA","United States","2013","315993715",
